,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age
742,3.0,1.0,1280,8184,1.5,0,1,4,1280,0,1.0,32
3757,3.0,1.0,920,9812,1.0,0,1,4,920,0,1.0006,58
4487,5.0,3.0,2257,10117,1.0,0,1,3,1363,894,1.0013,15
2177,4.0,2.75,2450,15002,1.0,0,1,5,2450,0,1.0006,46
4353,4.0,2.25,2070,7350,2.0,0,1,4,2070,0,1.0013,43
2898,4.0,3.5,4080,10666,2.0,0,1,3,4080,0,0.9987,15
1980,5.0,2.75,3320,23760,2.0,0,1,4,2190,1130,0.9981,45
4199,4.0,2.75,2250,5700,1.0,0,1,3,1200,1050,1.0,26
752,4.0,3.0,2240,8504,2.0,0,1,3,2240,0,1.0,28
286,4.0,2.0,1470,8395,1.0,0,1,4,1470,0,0.9981,55
324,3.0,2.25,1990,10260,2.0,0,1,4,1990,0,0.9974,33
4591,2.0,2.0,1410,12282,1.5,0,1,5,1410,0,1.0006,32
736,3.0,1.75,2290,14800,1.0,0,1,3,1620,670,1.0,27
3387,4.0,4.5,4750,13912,2.0,0,3,3,3600,1150,1.0,15
51,3.0,2.0,1370,8336,1.0,0,1,5,1370,0,1.0,56
3469,5.0,2.25,3120,16672,2.0,0,1,4,3120,0,0.9981,51
3778,3.0,2.0,2250,7904,1.5,0,1,3,2250,0,1.0006,14
4111,4.0,2.75,3110,49765,1.0,0,1,4,3110,0,0.9994,48
4575,3.0,2.5,3660,39478,2.0,0,3,4,3260,400,0.9994,31
3155,2.0,2.5,1380,951,3.0,0,1,3,1380,0,1.0,14
3069,2.0,2.5,1050,1029,2.0,0,1,3,950,100,1.0,13
3554,2.0,1.0,1000,31505,1.0,0,1,3,1000,0,0.9987,8
3692,3.0,1.0,1080,8580,1.5,0,1,3,1080,0,1.0026,15
621,3.0,2.5,1620,7686,2.0,0,1,3,1620,0,0.9994,31
2826,4.0,2.0,3740,32417,2.0,0,1,3,3740,0,0.9987,20
1087,4.0,2.5,2470,35073,2.0,0,1,3,2470,0,1.0006,31
4154,5.0,1.75,2150,7171,1.0,0,1,4,1460,690,1.0006,50
1303,3.0,2.5,2070,13241,1.5,0,1,5,1270,800,1.0,110
2817,3.0,1.5,2200,5000,1.5,0,1,3,2200,0,1.0,88
914,4.0,2.25,1980,15086,2.0,0,1,3,1980,0,0.9981,7
2251,3.0,2.5,2050,6420,1.0,0,4,3,1730,320,1.0,19
1431,3.0,2.0,1510,7066,1.0,0,3,3,1230,280,1.0,7
700,4.0,2.5,2680,5539,2.0,0,1,3,2680,0,0.9987,97
2428,4.0,3.75,4610,40202,1.0,0,1,4,2500,2110,0.9987,40
1517,3.0,1.75,1760,8400,1.0,0,1,4,1460,300,1.0,19
836,4.0,3.75,3300,4545,1.5,0,5,3,2600,700,1.0,21
1669,4.0,2.5,2010,7972,2.0,0,1,4,2010,0,0.9981,31
3247,2.0,1.0,1790,4000,1.0,0,1,4,1040,750,1.0,97
973,3.0,2.5,1480,1590,2.0,0,1,3,1150,330,1.0,10
3230,2.0,1.0,1140,5400,1.0,0,1,5,1140,0,1.0,112
1994,3.0,1.75,1500,13430,1.0,0,1,3,1500,0,0.9981,16
2442,4.0,2.5,2120,9603,2.0,0,1,3,2120,0,0.9987,35
3582,4.0,2.0,1650,6000,1.0,0,1,5,1000,650,1.0,61
2931,3.0,2.0,1650,7352,1.0,0,1,3,1160,490,1.0,6
2540,4.0,2.5,2020,5501,2.0,0,1,3,2020,0,1.0,10
2095,4.0,2.25,2010,7688,1.0,0,1,3,1170,840,1.0013,6
878,4.0,2.5,2840,9354,2.0,0,1,3,2840,0,0.9981,11
1915,2.0,1.0,1620,9205,1.0,0,1,5,850,770,0.9987,99
3786,4.0,2.5,2068,7242,2.0,0,1,4,2068,0,1.0006,28
3098,3.0,1.75,1410,1197,3.0,0,1,3,1410,0,1.0,108
3148,3.0,2.0,1990,3990,1.0,0,1,5,1130,860,1.0,108
2985,3.0,1.75,1230,8250,1.0,0,1,3,1230,0,1.0,57
2365,4.0,2.5,3220,22588,2.0,0,1,3,3220,0,0.9987,24
3209,2.0,1.0,700,3000,1.0,0,1,4,700,0,1.0,46
3427,4.0,1.0,1390,10800,1.5,0,1,4,1390,0,0.9994,22
804,2.0,1.75,1300,4000,2.0,0,1,3,1300,0,1.0,26
3921,6.0,2.75,3200,9200,1.0,0,3,4,1600,1600,1.0006,37
2440,3.0,2.25,1410,1287,2.0,0,1,3,1290,120,0.9987,15
2209,5.0,1.75,1940,6654,1.5,0,1,4,1940,0,1.0006,37
1098,4.0,1.5,1890,43560,1.0,0,1,4,1890,0,1.0006,46
4440,3.0,1.5,2120,6290,1.0,0,1,4,1220,900,1.0,35
1117,4.0,2.25,2340,217014,1.0,0,1,4,2340,0,1.0006,9
1935,4.0,2.5,1700,9000,1.0,0,1,5,1700,0,0.9987,48
3137,2.0,3.25,1400,1243,3.0,0,1,3,1400,0,1.0,20
2285,4.0,2.75,2700,6000,2.0,0,1,4,2100,600,1.0,110
4298,5.0,1.0,1710,9100,1.5,0,1,4,1320,390,1.0,27
1156,4.0,1.5,1490,7560,2.0,0,1,3,1490,0,1.0006,57
1029,5.0,2.25,2780,10192,2.0,0,1,4,2780,0,0.9974,20
639,3.0,2.25,1450,4050,2.0,0,1,3,1450,0,0.9994,10
2694,3.0,2.5,2370,7875,2.0,0,1,3,2370,0,0.9981,17
4008,3.0,1.0,1010,7034,1.0,0,1,3,1010,0,1.0006,15
2718,4.0,2.5,3290,6203,2.0,0,1,3,3290,0,0.9981,12
1538,3.0,3.5,1240,1666,2.0,0,1,3,1000,240,1.0,12
2977,4.0,1.75,1530,8750,1.5,0,1,4,1530,0,1.0,52
2306,3.0,2.5,1700,7496,2.0,0,1,3,1700,0,1.0006,26
488,3.0,1.75,2160,6272,1.0,0,1,4,1390,770,1.0,19
859,4.0,2.5,2460,4200,2.0,0,1,3,2460,0,0.9981,14
3641,4.0,2.75,3770,10900,2.0,0,3,5,3070,700,1.0,64
2315,4.0,2.5,1811,4381,2.0,0,1,3,1811,0,1.0006,13
4433,3.0,3.25,1470,1235,2.0,0,1,3,1180,290,1.0,12
1442,3.0,2.5,2910,17172,2.0,0,1,3,2910,0,1.0013,31
2506,3.0,1.5,1320,13200,1.0,0,1,3,1320,0,1.0,6
4362,2.0,1.0,720,18000,1.0,0,1,3,720,0,1.0019,15
4056,4.0,2.5,4250,19387,2.0,0,3,4,3260,990,0.9994,48
90,3.0,1.5,1550,4980,1.0,0,1,3,1080,470,1.0,42
1168,5.0,2.5,2500,9583,1.0,0,1,3,1300,1200,1.0006,6
4552,4.0,3.25,4040,18916,1.0,0,1,4,4040,0,0.9987,41
2802,3.0,1.0,1580,6300,1.0,0,1,3,1180,400,1.0,18
170,3.0,2.0,1980,12150,1.0,0,1,3,1980,0,1.0,26
2386,3.0,2.5,1940,3211,2.0,0,1,3,1940,0,0.9987,11
2433,4.0,2.5,2430,4747,2.0,0,1,3,2430,0,0.9987,12
1076,4.0,2.5,2658,3960,2.0,0,1,3,2658,0,1.0006,6
4005,3.0,1.75,1570,8750,1.0,0,1,3,1570,0,1.0006,8
2376,4.0,2.5,3430,64441,2.0,0,1,3,3430,0,0.9987,97
4529,2.0,1.0,1020,5130,1.0,0,1,4,1020,0,1.0013,72
484,2.0,1.0,910,7000,1.0,0,1,3,910,0,1.0,12
609,3.0,2.0,1260,8092,1.0,0,1,3,1260,0,0.9994,34
1906,4.0,3.5,3290,5414,2.0,0,2,3,2360,930,0.9987,14
1634,4.0,2.5,2260,7753,2.0,0,1,3,2260,0,0.9981,31
3062,3.0,1.5,1490,4400,1.5,0,1,4,1490,0,1.0,30
4162,3.0,2.5,1720,3676,2.0,0,1,3,1720,0,1.0006,28
173,3.0,1.5,1470,14821,1.0,0,1,4,1470,0,1.0,48
1131,2.0,1.0,1170,8925,1.0,0,3,3,1170,0,1.0006,41
1487,4.0,2.75,3370,8103,1.0,0,4,3,1970,1400,1.0,6
2059,3.0,2.5,2456,7566,2.0,0,1,3,2456,0,1.0013,108
733,4.0,2.75,1980,11443,1.0,0,1,5,1980,0,1.0,22
3771,2.0,1.75,1220,15600,1.0,0,1,3,1220,0,1.0006,18
2058,3.0,2.5,2210,7557,2.0,0,1,3,2210,0,1.0013,31
1003,3.0,2.5,1270,2509,2.0,0,1,3,1270,0,1.0,17
1769,2.0,1.0,1890,5202,1.5,0,1,4,1890,0,1.0,31
623,4.0,2.5,2570,4865,2.0,0,1,3,2570,0,0.9994,15
1451,4.0,1.5,1930,15531,2.0,0,1,3,1930,0,1.0013,6
3254,8.0,3.5,4440,6480,2.0,0,4,5,3140,1300,1.0,61
2446,5.0,4.75,5990,10450,2.0,1,5,3,4050,1940,0.9987,18
4396,4.0,2.25,2600,9900,1.0,0,1,3,1600,1000,1.0019,27
3450,4.0,2.5,1910,10300,1.0,0,1,3,1910,0,0.9994,52
4438,2.0,1.75,1610,6300,1.0,0,1,3,1010,600,1.0,26
4286,2.0,1.0,670,2378,1.0,0,1,3,670,0,1.0,19
4297,3.0,1.0,1770,5720,1.5,0,1,4,1140,630,1.0,27
340,4.0,2.5,3330,7399,2.0,0,1,3,3330,0,0.9974,11
1771,2.0,1.0,990,4802,1.0,0,1,3,990,0,1.0,8
3623,5.0,3.25,3840,4800,3.0,0,4,3,2750,1090,1.0,12
3055,3.0,2.0,1380,3600,3.0,0,1,3,1380,0,1.0,97
1817,3.0,2.25,1700,3333,1.5,0,1,3,1100,600,1.0,9
221,4.0,2.75,2950,15540,1.0,0,1,4,2120,830,1.0,46
3542,2.0,1.5,2730,19877,1.0,0,1,4,1570,1160,0.9987,28
3485,4.0,3.25,4140,20734,1.0,0,2,3,3300,840,0.9981,15
1789,3.0,1.75,1550,3680,1.0,0,1,3,1050,500,1.0,9
13,2.0,0.75,650,5360,1.0,0,1,4,650,0,1.0,89
1754,4.0,3.0,3370,7920,1.0,0,4,3,1860,1510,1.0,20
3607,3.0,1.0,1010,5400,1.0,0,1,3,1010,0,1.0,31
1631,3.0,2.25,1620,998,2.5,0,1,3,1540,80,0.9981,10
1247,4.0,2.5,2810,10613,2.0,0,1,3,2810,0,0.9981,31
646,3.0,1.75,1580,9187,1.0,0,1,3,1180,400,0.9994,27
232,2.0,1.75,1460,7926,1.0,0,1,4,1460,0,1.0,33
705,2.0,1.0,850,6174,1.0,0,1,4,850,0,1.0,37
2011,3.0,2.5,3240,33151,2.0,0,3,3,3240,0,1.0013,25
2140,3.0,3.25,4340,4947,2.0,0,4,3,3060,1280,1.0,27
1514,2.0,1.0,1140,5100,1.0,0,1,3,1140,0,1.0,21
214,3.0,2.5,1670,8364,1.0,0,1,4,1300,370,1.0,30
4040,4.0,3.5,4390,11600,2.0,0,4,3,3060,1330,0.9994,11
4419,3.0,1.75,1840,4030,1.0,0,1,5,1050,790,1.0,95
1497,4.0,1.75,2090,4300,1.5,0,1,4,1250,840,1.0,52
1558,3.0,2.5,1900,7604,2.0,0,1,3,1900,0,0.9981,11
3246,3.0,2.25,1290,2500,2.0,0,1,4,1290,0,1.0,33
3808,4.0,1.75,3000,42200,1.0,0,4,3,1500,1500,1.0006,15
1706,4.0,2.75,2330,3920,2.0,0,1,3,2330,0,0.9981,15
1088,4.0,2.25,2640,31941,1.0,0,1,4,2640,0,1.0006,34
1969,4.0,2.25,1820,20349,1.0,0,1,5,1340,480,0.9981,43
2116,2.0,1.5,1010,1968,1.5,0,1,5,1010,0,1.0,114
156,4.0,2.5,2230,4541,2.0,0,1,3,2230,0,1.0,14
3649,5.0,2.75,1970,5400,1.0,0,1,3,1320,650,1.0,34
1097,3.0,2.5,2570,4600,2.0,0,1,3,2570,0,1.0006,6
3359,3.0,1.75,2180,10230,1.0,0,1,4,1090,1090,1.0,19
2432,3.0,2.5,2030,2805,2.0,0,1,3,1720,310,0.9987,19
3453,4.0,1.5,1840,11367,1.5,0,1,4,1840,0,0.9994,37
4126,4.0,2.25,1930,7452,1.0,0,1,3,1430,500,1.0006,36
2602,5.0,4.0,3720,15200,2.0,0,1,3,3720,0,0.9981,15
4222,5.0,2.5,3001,5710,2.0,0,1,3,3001,0,1.0006,14
2803,4.0,1.75,2010,6300,1.0,0,3,5,1610,400,1.0,83
3349,3.0,1.0,1450,4000,1.0,0,2,4,950,500,1.0,72
3294,2.0,2.5,2560,2500,2.0,0,1,5,1690,870,1.0,119
2460,4.0,3.25,4350,112750,1.0,0,1,3,2200,2150,0.9987,14
83,2.0,1.0,1190,6200,1.0,0,1,3,1190,0,1.0,26
3865,3.0,2.5,2760,17377,2.0,0,1,3,2760,0,1.0006,18
2547,3.0,1.0,1170,11100,1.0,0,1,4,1170,0,1.0,52
12,5.0,2.5,3400,8970,1.0,0,1,4,1700,1700,1.0,61
2549,3.0,2.5,2150,8221,2.0,0,1,3,2150,0,1.0,28
3617,5.0,3.0,2510,4125,1.5,0,4,5,1590,920,1.0,95
1078,2.0,1.75,1490,224334,1.0,0,3,3,1490,0,1.0006,11
385,4.0,2.5,2341,9594,2.0,0,1,3,2341,0,0.9974,23
2579,3.0,2.5,3010,7014,2.0,0,1,3,3010,0,1.0,11
3812,4.0,3.25,2510,5311,2.0,0,1,3,2510,0,1.0006,11
2748,5.0,2.5,2860,68519,2.0,0,1,5,2860,0,0.9981,62
1620,4.0,2.5,3130,10849,2.0,0,1,3,3130,0,0.9981,97
4104,5.0,2.75,3831,13800,2.0,1,5,3,3831,0,0.9994,40
485,3.0,2.25,2330,4000,1.5,0,3,5,1520,810,1.0,93
4469,2.0,2.0,1651,18200,1.0,0,1,3,1651,0,0.9981,74
1019,3.0,1.5,1200,4800,1.0,0,1,4,1200,0,0.9974,58
4589,5.0,2.5,2025,7760,2.0,0,1,3,2025,0,1.0006,13
2426,3.0,2.25,2560,41346,2.0,0,1,3,2560,0,0.9987,34
4554,5.0,3.0,4290,20445,2.0,0,1,4,4290,0,0.9987,35
713,4.0,1.75,2180,13529,1.0,0,1,3,1090,1090,1.0,19
2778,3.0,2.0,1760,5000,1.0,0,1,5,960,800,1.0,100
3854,4.0,2.5,2300,6087,2.0,0,1,3,2300,0,1.0006,19
1505,3.0,2.0,1660,8281,1.0,0,1,3,1660,0,1.0,22
320,5.0,1.75,3290,11900,1.5,0,1,3,3290,0,0.9974,7
4013,3.0,1.5,2060,15837,1.5,0,1,3,2060,0,1.0006,15
702,3.0,2.25,1780,191228,2.0,0,3,3,1780,0,0.9987,20
3468,4.0,3.75,3490,9170,2.0,0,1,3,3490,0,0.9981,108
497,4.0,2.5,2040,6034,2.0,0,1,3,2040,0,1.0,11
1016,4.0,1.5,2040,8800,1.0,0,1,4,1020,1020,0.9974,19
2385,3.0,2.5,1790,2700,2.0,0,1,3,1790,0,0.9987,10
2314,4.0,2.5,3070,6432,2.0,0,1,3,3070,0,1.0006,14
1492,2.0,1.5,830,1333,2.0,0,1,3,830,0,1.0,15
3573,4.0,2.75,2520,14021,2.0,0,1,3,2520,0,0.9987,21
1952,3.0,1.0,1280,9898,1.0,0,1,3,1280,0,0.9981,23
1784,3.0,2.0,2080,3880,1.0,0,1,5,1160,920,1.0,66
3772,3.0,2.5,2432,9391,2.0,0,3,3,2432,0,1.0006,15
3698,1.0,1.0,800,16306,1.0,0,1,2,680,120,1.0026,89
587,3.0,2.0,2590,108900,2.0,0,1,3,1980,610,0.9994,20
4136,3.0,2.0,1490,8371,1.5,0,1,3,1490,0,1.0006,36
2881,3.0,2.5,2320,6775,1.0,0,1,3,2320,0,0.9987,12
445,4.0,2.0,2260,6000,1.0,0,1,3,1430,830,1.0,16
2019,4.0,1.75,1730,8320,1.0,0,1,3,1230,500,1.0013,16
1373,5.0,3.75,3990,18897,2.0,0,1,3,3090,900,1.0,10
4320,3.0,2.0,1550,6039,1.0,0,1,5,830,720,1.0,78
4392,3.0,1.0,880,18205,1.0,0,1,4,880,0,1.0019,75
1176,4.0,3.5,3440,6000,2.0,0,1,4,3440,0,1.0006,18
3540,3.0,2.0,2010,251341,2.0,0,1,3,1510,500,0.9987,17
2276,4.0,2.25,2430,4748,1.5,0,1,3,1630,800,1.0,66
1752,3.0,2.25,998,844,2.0,0,1,3,798,200,1.0,13
1044,4.0,2.5,3630,42884,1.5,0,1,3,2300,1330,1.0006,6
2475,4.0,3.25,2730,54014,1.0,0,1,3,1560,1170,1.0,13
3351,5.0,3.5,2420,4670,2.0,0,1,3,2420,0,1.0,97
2349,4.0,2.5,2770,45514,2.0,0,1,4,2770,0,0.9987,31
3733,3.0,2.5,1950,8251,2.0,0,1,3,1950,0,1.0006,11
185,3.0,1.5,1810,29308,1.0,0,1,3,950,860,1.0,11
1793,2.0,1.0,900,4600,1.0,0,1,3,900,0,1.0,26
922,4.0,2.5,2690,18653,2.0,0,1,3,2690,0,0.9981,35
3741,2.0,1.0,1300,44431,1.0,0,1,5,1300,0,1.0006,62
2014,3.0,1.75,1850,7684,1.0,0,1,3,1320,530,1.0013,6
1337,2.0,2.5,2510,14878,2.0,0,1,3,2510,0,0.9987,11
2996,4.0,3.5,5270,53428,2.0,0,1,3,3440,1830,1.0,17
3943,3.0,1.5,1490,9630,1.0,0,1,4,1490,0,0.9994,61
615,4.0,2.5,2550,4770,2.0,0,1,3,2550,0,0.9994,15
719,3.0,2.75,2550,11160,2.0,0,1,3,2550,0,1.0,26
3920,3.0,1.0,1070,8179,1.0,0,1,3,1070,0,1.0006,22
2373,3.0,2.5,2620,51354,2.0,0,1,3,2620,0,0.9987,14
543,4.0,3.0,3130,5700,1.5,0,1,3,1750,1380,1.0,67
2114,3.0,2.0,1450,2400,1.5,0,1,3,1450,0,1.0,17
464,3.0,1.75,1650,5100,1.0,0,1,5,1040,610,1.0,112
3131,3.0,2.0,1220,1186,3.0,0,1,3,1220,0,1.0,13
3737,2.0,1.0,1050,60113,1.0,0,1,4,1050,0,1.0006,77
3178,3.0,3.25,1380,1120,3.0,0,1,3,1380,0,1.0,12
1187,4.0,3.0,2450,10117,1.0,0,1,5,1580,870,0.9981,53
4093,3.0,1.75,2050,16313,1.0,0,1,2,2050,0,0.9994,47
1200,4.0,1.75,2450,13300,1.0,0,3,4,1630,820,0.9981,33
720,3.0,1.0,1010,11244,1.0,0,1,4,1010,0,1.0,32
1458,2.0,2.5,1240,2689,2.0,0,1,3,1240,0,1.0013,34
3080,3.0,2.0,1570,7000,2.0,0,3,4,1050,520,1.0,49
2790,4.0,4.0,3530,8400,2.0,0,1,5,2630,900,1.0,62
1032,4.0,3.5,3770,37034,2.0,0,1,3,2830,940,0.9974,31
112,4.0,2.5,2730,4800,1.5,0,1,5,2230,500,1.0,32
29,4.0,1.75,1590,10523,2.0,0,1,4,1590,0,1.0,98
1816,4.0,2.5,2180,3375,1.5,0,1,4,1420,760,1.0,27
1226,4.0,2.0,1210,11100,1.0,0,1,4,1210,0,0.9981,11
3369,4.0,2.5,2820,6180,2.0,0,1,3,2050,770,1.0,97
3350,4.0,1.75,2740,8520,1.0,0,3,3,1370,1370,1.0,15
407,4.0,2.5,2230,8624,1.0,0,1,4,1430,800,0.9974,51
3632,3.0,2.25,3060,9950,1.5,0,3,4,1810,1250,1.0,90
4340,3.0,1.0,1160,8320,1.0,0,1,4,1160,0,1.0013,61
1105,3.0,2.0,1470,20000,1.0,0,1,4,1470,0,1.0006,52
413,3.0,1.75,1070,8030,1.0,0,1,3,1070,0,0.9974,6
435,3.0,1.5,1630,7475,1.0,0,2,3,1160,470,1.0,24
3145,3.0,2.0,2140,4923,1.0,0,1,4,1070,1070,1.0,92
654,3.0,1.5,1180,10277,1.0,0,1,3,1180,0,0.9987,11
4365,2.0,1.0,1770,5522,1.5,0,1,4,960,810,1.0019,77
3592,2.0,1.0,1060,1600,2.0,0,1,3,1060,0,1.0,6
4088,3.0,1.5,1380,4500,1.0,0,1,5,1380,0,0.9994,60
2453,4.0,2.5,3000,10392,2.0,0,1,3,3000,0,0.9987,25
4219,3.0,2.0,1410,7566,1.0,0,1,3,1410,0,1.0006,35
714,2.0,1.0,700,6000,1.0,0,1,4,700,0,1.0,35
830,5.0,3.25,3350,4000,2.0,0,1,4,2510,840,1.0,23
422,3.0,2.25,1820,8008,1.0,0,1,3,1240,580,0.9974,7
4475,2.0,2.0,1494,19271,2.0,1,5,3,1494,0,0.9981,23
559,4.0,2.75,2310,5000,2.0,0,1,3,2310,0,0.9994,14
2739,3.0,1.0,1970,22144,1.0,0,1,4,1970,0,0.9981,50
1330,4.0,3.25,3430,9870,2.0,0,1,3,3430,0,0.9987,6
3587,4.0,2.0,1580,7800,2.0,0,1,2,1580,0,1.0,114
1916,3.0,2.25,1820,7326,2.0,0,1,3,1820,0,0.9987,11
470,4.0,1.75,1814,5000,1.0,0,1,4,944,870,1.0,21
1617,3.0,1.5,1300,7200,1.0,0,1,5,1300,0,0.9981,60
2687,3.0,1.0,1010,9945,1.0,0,1,4,1010,0,0.9981,47
2388,5.0,3.5,4490,6000,2.0,0,1,3,3200,1290,0.9987,14
4386,3.0,3.75,1950,8625,1.0,0,1,3,1360,590,1.0019,31
351,3.0,2.25,2370,9619,1.0,0,1,4,1650,720,0.9974,47
3851,3.0,2.5,3180,7904,1.0,0,1,3,1810,1370,1.0006,14
4456,2.0,2.25,1490,6770,1.5,0,1,3,1490,0,1.0,17
3882,5.0,2.0,1930,6120,1.5,0,1,3,1930,0,1.0006,51
4531,3.0,1.0,960,7314,1.0,0,1,5,960,0,1.0013,60
899,3.0,3.25,3240,8338,2.0,0,1,3,3240,0,0.9981,19
211,3.0,2.0,1310,6738,1.0,0,1,4,1310,0,1.0,30
3347,3.0,3.5,2380,6250,2.0,0,4,3,1670,710,1.0,23
1313,3.0,2.5,2700,1438,2.0,0,1,3,1280,1420,1.0,17
3019,4.0,2.75,3100,3773,2.0,0,1,3,2000,1100,1.0,24
3074,3.0,2.25,1320,1800,2.0,0,1,3,1320,0,1.0,26
3941,5.0,2.75,2190,12687,1.0,0,1,5,1370,820,0.9994,42
224,4.0,2.5,2280,42077,2.0,0,1,3,2280,0,1.0,26
272,4.0,1.5,1550,9176,1.0,0,1,3,1000,550,0.9981,19
1062,4.0,3.0,2830,213879,2.0,0,1,4,2830,0,1.0006,33
4185,4.0,1.0,1540,115434,1.5,0,1,4,1540,0,1.0006,97
1038,4.0,2.5,3180,31931,1.0,0,1,4,2390,790,0.9974,20
4086,4.0,2.0,2490,9525,2.0,0,1,5,2490,0,0.9994,52
1099,3.0,2.5,2242,4995,2.0,0,1,3,2242,0,1.0006,9
3462,4.0,1.75,2480,9195,1.0,0,1,3,1390,1090,0.9981,15
558,3.0,3.0,1850,19966,1.0,0,1,4,1090,760,0.9994,28
4430,2.0,1.0,1380,5000,1.0,0,1,3,870,510,1.0,18
672,2.0,1.0,1170,10621,1.0,0,1,3,1170,0,0.9987,12
2769,3.0,2.0,2220,6641,1.0,0,3,4,1220,1000,1.0,32
1210,3.0,2.5,2810,7700,2.0,0,1,3,2810,0,0.9981,19
3690,3.0,1.5,1230,8056,1.0,0,1,4,1230,0,1.0026,35
345,3.0,2.25,2610,9002,2.0,0,1,3,2610,0,0.9974,20
1515,4.0,2.5,2700,5100,1.0,0,1,4,1440,1260,1.0,52
1897,4.0,2.25,2560,9731,2.0,0,1,4,2560,0,0.9987,47
1453,3.0,2.0,1400,8640,1.0,0,1,5,1400,0,1.0013,52
1127,2.0,1.0,1200,8063,1.0,0,1,4,1200,0,1.0006,48
4451,4.0,1.75,1820,5015,1.0,0,1,4,1190,630,1.0,27
2779,4.0,2.0,2360,6000,1.0,0,1,5,1260,1100,1.0,81
3118,4.0,1.0,1680,4021,1.5,0,1,3,1680,0,1.0,20
3696,1.0,0.75,380,15000,1.0,0,1,3,380,0,1.0026,12
3953,5.0,2.0,1930,9747,1.0,0,1,4,1020,910,0.9994,58
1970,3.0,1.0,1200,9800,1.0,0,1,4,1200,0,0.9981,49
3814,4.0,2.5,2760,6850,2.0,0,1,3,2760,0,1.0006,21
2411,3.0,2.5,2420,49928,2.0,0,1,3,1860,560,0.9987,35
3942,3.0,2.5,2830,5802,2.0,0,1,3,2830,0,0.9994,19
1855,3.0,2.5,1850,10109,2.0,0,1,3,1850,0,0.9987,29
3776,4.0,2.0,2370,76665,2.0,0,1,4,2370,0,1.0006,20
1254,4.0,2.5,3220,15600,1.0,0,1,5,1680,1540,0.9981,47
3721,3.0,1.75,1920,9306,1.0,0,1,3,1000,920,1.0006,36
1713,4.0,2.5,2570,5250,2.0,0,1,3,2570,0,0.9981,11
3244,2.0,1.0,1490,6000,1.0,0,1,3,1090,400,1.0,74
2601,5.0,2.75,3390,5211,2.0,0,1,3,3390,0,0.9981,17
1534,2.0,2.75,1350,1252,2.0,0,1,3,1120,230,1.0,14
3575,2.0,1.5,1160,1438,2.0,0,1,3,1160,0,1.0,19
2878,4.0,2.5,2440,34290,2.0,0,1,3,2440,0,0.9987,20
150,4.0,2.5,1810,6509,2.0,0,1,3,1810,0,1.0,26
335,3.0,2.5,2390,9157,2.0,0,1,3,2390,0,0.9974,36
2945,2.0,1.0,720,7200,1.0,0,1,5,720,0,1.0,77
3057,2.0,1.0,790,6600,1.0,0,1,3,790,0,1.0,22
658,3.0,1.0,1330,20562,1.5,0,1,3,1330,0,0.9987,31
1746,2.0,1.0,700,2334,1.0,0,1,3,700,0,1.0,10
3226,4.0,2.0,1660,4800,1.5,0,1,3,1660,0,1.0,12
1507,3.0,1.75,1940,7313,1.0,0,2,4,1440,500,1.0,19
109,4.0,3.75,2930,3200,1.5,0,1,5,2130,800,1.0,95
573,4.0,2.5,1830,8601,2.0,0,1,3,1830,0,0.9994,17
20,4.0,1.75,1890,8000,1.0,0,1,4,1250,640,1.0,19
532,3.0,2.25,2090,10733,1.0,0,1,3,1440,650,1.0,16
1856,5.0,2.5,2240,7770,1.0,0,1,3,1340,900,0.9987,42
2295,6.0,5.0,6050,230652,2.0,0,4,3,6050,0,0.9987,19
4271,4.0,2.0,1660,6150,1.0,0,1,3,850,810,1.0,10
1674,3.0,2.5,1700,3150,2.0,0,1,3,1700,0,0.9981,15
2214,5.0,1.75,1840,10453,1.0,0,3,3,1360,480,1.0006,26
628,2.0,1.75,1910,3376,2.0,0,1,3,1910,0,0.9994,40
537,3.0,2.5,3280,10302,1.0,0,1,3,1680,1600,1.0,6
762,3.0,1.0,1010,8184,1.0,0,1,4,1010,0,1.0,32
398,3.0,1.75,1990,9594,1.0,0,1,3,1190,800,0.9974,16
3032,4.0,1.0,1320,4440,1.5,0,1,3,1320,0,1.0,91
3493,3.0,2.5,2850,10474,1.0,0,1,4,1730,1120,0.9981,41
1419,3.0,2.0,1470,10052,1.0,0,1,4,1470,0,1.0,64
2627,3.0,2.5,3100,23790,2.0,0,1,3,3100,0,0.9981,18
531,3.0,1.75,1960,6380,1.0,0,1,4,980,980,1.0,31
3893,3.0,2.25,1250,7500,1.0,0,1,5,1250,0,1.0006,78
96,2.0,1.0,1540,6872,1.0,0,1,4,820,720,1.0,31
1315,5.0,2.5,2210,9655,1.0,0,1,3,1460,750,0.9987,44
3327,2.0,1.0,2540,7000,1.0,0,1,5,1320,1220,1.0,78
291,3.0,2.75,1310,7300,1.0,0,1,3,1310,0,0.9981,20
2858,3.0,2.0,1240,14404,1.0,0,1,3,1240,0,0.9987,20
3660,3.0,3.5,2100,12384,2.0,0,1,3,2100,0,1.0026,40
1501,2.0,1.0,1680,6500,1.0,0,1,4,1140,540,1.0,22
1896,3.0,2.5,1800,5001,2.0,0,1,3,1800,0,0.9987,24
3121,4.0,2.0,1790,2250,1.0,0,3,4,840,950,1.0,31
2198,3.0,2.0,1510,7884,1.0,0,1,3,1510,0,1.0006,6
