,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age,price
642,3.0,2.5,2370,4200,2.0,0,1,3,2370,0,0.9994,6,351999.0
3304,3.0,2.25,2760,40946,2.0,0,1,5,2760,0,0.9981,42,1185000.0
1590,2.0,1.0,1220,17172,1.0,0,1,4,1220,0,0.9981,32,370000.0
695,4.0,2.75,2910,6334,2.0,0,1,3,2910,0,0.9987,97,499990.0
1737,3.0,1.75,1400,3825,1.5,0,1,4,1100,300,1.0,116,538000.0
1537,4.0,1.0,2080,3500,1.5,0,1,5,1260,820,1.0,94,0.0
4460,3.0,1.75,1726,197326,2.0,0,1,4,1726,0,0.9981,9,363750.0
4577,3.0,1.75,1940,7500,1.5,0,1,4,1940,0,0.9994,35,295000.0
731,3.0,1.75,1470,6250,1.0,0,4,4,1070,400,1.0,31,432000.0
736,3.0,1.75,2290,14800,1.0,0,1,3,1620,670,1.0,27,470000.0
4323,4.0,1.75,1360,4840,1.5,0,1,4,1360,0,1.0,92,399500.0
1901,4.0,3.0,2440,9600,2.0,0,1,5,2440,0,0.9987,59,589000.0
1034,4.0,2.25,2500,8866,2.0,0,1,4,2500,0,0.9974,33,808000.0
4051,4.0,3.5,2790,10125,1.5,0,1,5,2790,0,0.9994,35,1298000.0
3300,4.0,3.25,4700,38412,2.0,0,1,3,3420,1280,0.9981,42,900000.0
4,2.0,1.0,1140,5250,1.5,0,1,4,1140,0,1.0,35,329950.0
795,4.0,3.25,3760,10920,1.5,0,1,5,2400,1360,1.0,70,1580000.0
976,5.0,3.0,1880,5000,1.0,0,1,3,1100,780,1.0,23,310000.0
482,5.0,2.0,1940,6000,1.0,0,1,5,970,970,1.0,75,580000.0
4240,3.0,1.75,1700,7532,1.0,0,1,3,1700,0,1.0006,20,255000.0
1538,3.0,3.5,1240,1666,2.0,0,1,3,1000,240,1.0,12,435500.0
4295,4.0,2.75,2020,7070,1.0,0,1,5,1010,1010,1.0,62,513000.0
2855,3.0,1.75,1820,22320,1.0,0,1,3,1250,570,0.9987,16,420000.0
469,3.0,1.0,1430,5000,1.0,0,1,4,1080,350,1.0,35,552000.0
3139,4.0,1.0,1600,4300,1.5,0,1,4,1600,0,1.0,104,485000.0
3406,3.0,1.5,2160,9000,1.0,0,3,4,1400,760,0.9994,35,650000.0
3971,3.0,2.25,1400,11400,2.0,0,1,3,1400,0,0.9994,36,374500.0
400,3.0,2.0,2570,28500,1.0,0,1,3,1970,600,0.9974,11,660000.0
979,5.0,3.5,2800,7350,2.0,0,1,3,2800,0,1.0,25,379900.0
44,5.0,3.0,2920,11440,2.0,0,1,3,2920,0,1.0,17,500000.0
492,3.0,2.25,1540,5338,1.0,0,1,5,770,770,1.0,66,312000.0
2558,4.0,3.75,3460,6738,2.0,0,1,3,3460,0,1.0,97,971971.0
771,4.0,1.0,1370,8499,1.0,0,1,3,1370,0,1.0,22,300000.0
1968,4.0,2.5,2360,4367,2.0,0,1,3,2360,0,0.9981,17,490000.0
4438,2.0,1.75,1610,6300,1.0,0,1,3,1010,600,1.0,26,346500.0
1243,4.0,2.25,2170,9665,1.0,0,1,4,1300,870,0.9981,28,488800.0
3369,4.0,2.5,2820,6180,2.0,0,1,3,2050,770,1.0,97,735000.0
2316,3.0,1.5,1150,8686,1.0,0,1,4,1150,0,1.0006,57,213400.0
3049,3.0,1.75,1380,3402,1.5,0,1,3,1380,0,1.0,20,550000.0
3363,4.0,1.75,2200,7475,1.0,0,1,5,1100,1100,1.0,65,375000.0
2934,4.0,1.0,1980,7991,1.5,0,1,3,1980,0,1.0,17,345000.0
4106,5.0,2.75,2520,16100,1.0,0,4,4,1570,950,0.9994,19,542500.0
3194,3.0,2.25,1520,1245,3.0,0,1,3,1520,0,1.0,17,405000.0
1719,2.0,1.0,1770,8640,1.5,0,1,3,1520,250,1.0,22,585000.0
49,4.0,1.0,1740,11075,1.5,0,1,3,1740,0,1.0,27,310000.0
2578,4.0,2.5,3250,4500,2.0,0,1,3,3250,0,1.0,11,460886.9230770001
4219,3.0,2.0,1410,7566,1.0,0,1,3,1410,0,1.0006,35,239900.0
1019,3.0,1.5,1200,4800,1.0,0,1,4,1200,0,0.9974,58,400000.0
1487,4.0,2.75,3370,8103,1.0,0,4,3,1970,1400,1.0,6,1135000.0
4347,3.0,1.0,1030,9120,1.0,0,1,3,1030,0,1.0013,16,223000.0
1735,3.0,1.75,2000,5000,1.0,0,1,4,1110,890,1.0,99,546000.0
4334,2.0,1.0,1090,5000,1.0,0,1,4,730,360,1.0,38,287919.782609
840,3.0,1.75,2330,14892,1.0,0,1,3,1970,360,0.9981,40,588500.0
2163,3.0,2.5,1420,1237,3.0,0,1,3,1420,0,1.0,6,510000.0
2216,4.0,1.75,2790,17476,1.0,0,3,3,1450,1340,1.0006,19,568000.0
2022,3.0,2.0,1920,8075,1.0,0,1,4,1510,410,1.0013,51,260000.0
3053,4.0,2.0,1240,3000,1.0,0,1,3,1040,200,1.0,32,375000.0
3027,3.0,1.75,1830,5120,1.5,0,3,5,1830,0,1.0,117,682000.0
569,3.0,1.0,1160,10384,1.0,0,1,4,1160,0,0.9994,51,215000.0
560,3.0,2.5,1600,7000,2.0,0,1,4,1600,0,0.9994,27,275000.0
4024,5.0,3.0,3040,9601,1.0,0,1,5,1970,1070,0.9994,52,830000.0
3700,4.0,1.75,1450,8891,1.5,0,1,3,1180,270,1.0026,17,235000.0
2332,4.0,2.25,4230,37769,2.0,0,1,3,4230,0,0.9987,31,985000.0
2304,4.0,2.25,2310,7490,2.0,0,1,3,2310,0,1.0006,40,320000.0
2452,4.0,3.5,3190,31450,2.0,0,1,3,3190,0,0.9987,10,790000.0
4332,3.0,1.0,1250,4800,1.0,0,1,4,1250,0,1.0,21,326428.571429
2330,4.0,2.5,2280,65836,2.0,0,1,3,2280,0,0.9987,17,535000.0
3159,3.0,1.5,1290,1286,3.0,0,1,3,1290,0,1.0,20,440000.0
270,4.0,2.25,2160,9593,1.0,0,1,3,2160,0,0.9981,10,580000.0
3694,3.0,1.5,1140,8340,1.0,0,1,3,1140,0,1.0026,8,200000.0
3782,3.0,1.75,3160,76230,1.0,0,1,4,2160,1000,1.0006,20,625000.0
4099,3.0,1.0,1300,6710,1.0,0,1,4,1300,0,0.9994,68,0.0
3391,4.0,1.5,1600,6180,1.5,0,1,3,1600,0,1.0,74,425000.0
3449,3.0,1.75,2270,11472,1.0,0,1,4,1370,900,0.9994,64,645000.0
990,6.0,4.0,3120,4240,2.0,0,3,4,2090,1030,1.0,27,315000.0
3531,4.0,2.5,4080,18362,2.0,0,3,4,4080,0,0.9981,37,0.0
3038,3.0,1.0,1220,4800,1.0,0,1,3,1220,0,1.0,119,385000.0
3631,3.0,2.25,1430,2003,2.0,0,1,3,980,450,1.0,24,457500.0
4497,3.0,1.75,2040,7281,1.0,0,1,3,1020,1020,1.0013,17,253000.0
3819,3.0,2.5,2370,11172,2.0,0,1,3,2370,0,1.0006,27,640000.0
1023,3.0,2.5,1530,3464,2.0,0,1,3,1530,0,0.9974,14,546000.0
1560,4.0,2.75,2550,8632,1.0,0,1,3,1700,850,0.9981,18,691000.0
666,3.0,1.75,2420,12676,2.0,0,1,3,2420,0,0.9987,34,399500.0
868,4.0,2.5,3420,8405,2.0,0,1,3,3420,0,0.9981,20,840000.0
773,3.0,2.25,2070,15002,1.5,0,1,3,2070,0,1.0,7,560000.0
2939,3.0,1.75,1800,10200,1.0,0,1,3,1800,0,1.0,9,442500.0
2686,4.0,2.5,3310,6500,2.0,0,1,3,3310,0,0.9981,108,555000.0
3975,2.0,2.25,1330,10838,2.0,0,1,3,1330,0,0.9994,35,355000.0
224,4.0,2.5,2280,42077,2.0,0,1,3,2280,0,1.0,26,445000.0
2064,4.0,2.5,2610,7091,2.0,0,1,3,2610,0,1.0013,20,325000.0
4523,3.0,1.75,1160,6134,1.0,0,1,3,1160,0,1.0013,14,250000.0
1957,3.0,2.5,2130,3500,1.0,0,1,4,1210,920,0.9981,26,534640.0
596,4.0,2.75,2420,5773,2.0,0,1,3,2420,0,0.9994,15,376000.0
211,3.0,2.0,1310,6738,1.0,0,1,4,1310,0,1.0,30,249900.0
227,3.0,1.75,2530,35150,1.0,0,1,4,1800,730,1.0,43,375000.0
4575,3.0,2.5,3660,39478,2.0,0,3,4,3260,400,0.9994,31,530000.0
2826,4.0,2.0,3740,32417,2.0,0,1,3,3740,0,0.9987,20,860000.0
3238,2.0,2.5,1360,1349,2.0,0,1,3,1050,310,1.0,23,553650.0
2511,5.0,2.5,2300,23345,1.0,0,1,5,1170,1130,1.0,53,453500.0
3061,2.0,1.0,650,5400,1.0,0,1,3,650,0,1.0,15,295000.0
1678,4.0,2.5,1670,3315,2.0,0,1,3,1670,0,0.9981,15,451000.0
2805,4.0,3.5,4270,5800,2.0,0,4,5,3170,1100,1.0,83,1356925.0
1564,5.0,4.75,5305,8401,2.0,0,3,3,3745,1560,0.9981,15,2700000.0
3835,3.0,3.25,2770,6278,2.0,0,1,3,1980,790,1.0006,14,461000.0
3919,4.0,2.25,1900,7200,1.0,0,1,3,1370,530,1.0006,16,485000.0
2422,3.0,1.75,2770,39927,1.0,0,1,4,1580,1190,0.9987,20,492000.0
4483,2.0,0.75,840,40642,1.0,1,5,4,840,0,0.9981,83,528000.0
1017,4.0,2.5,2430,14400,1.0,0,1,5,1670,760,0.9974,57,645000.0
1064,3.0,3.5,4080,217697,1.5,0,4,3,4080,0,1.0006,20,900000.0
4039,5.0,3.0,2876,13927,1.0,0,3,4,1970,906,0.9994,47,895000.0
3790,2.0,2.25,2550,5663,1.0,0,1,3,1720,830,1.0006,9,630000.0
847,4.0,3.0,3750,11025,2.0,0,1,3,3750,0,0.9981,44,920000.0
2627,3.0,2.5,3100,23790,2.0,0,1,3,3100,0,0.9981,18,759950.0
514,4.0,2.0,1800,2970,1.0,0,1,4,1000,800,1.0,97,415000.0
2903,5.0,2.75,3595,5639,2.0,0,1,3,3595,0,0.9987,6,861990.0
3080,3.0,2.0,1570,7000,2.0,0,3,4,1050,520,1.0,49,233166.666667
465,2.0,1.5,840,867,2.0,0,1,3,840,0,1.0,15,270000.0
2760,3.0,3.0,2960,5500,2.0,0,3,3,2440,520,1.0,30,1340000.0
2652,2.0,1.0,1240,57000,1.0,0,1,3,1240,0,0.9981,17,505000.0
1633,4.0,2.5,2660,5500,2.0,0,3,3,2660,0,0.9981,17,753888.0
1833,3.0,1.75,1540,3000,1.0,0,3,3,770,770,1.0,41,512031.0
2355,4.0,2.5,2790,230868,2.0,0,1,3,2790,0,0.9987,31,599000.0
2280,4.0,2.0,2530,5650,1.5,0,1,4,1910,620,1.0,110,631500.0
1457,4.0,4.25,2360,57514,2.0,0,1,4,2360,0,1.0013,33,590000.0
1462,5.0,2.5,2732,9500,1.0,0,3,4,1870,862,1.0013,45,480000.0
335,3.0,2.5,2390,9157,2.0,0,1,3,2390,0,0.9974,36,735000.0
954,3.0,1.0,1092,7500,1.5,0,1,3,1092,0,1.0,102,309000.0
3619,4.0,2.25,2300,4600,1.5,0,1,4,1340,960,1.0,116,350000.0
2406,4.0,2.25,2110,10698,2.0,0,1,4,2110,0,0.9987,41,565000.0
1848,3.0,1.5,1740,4200,1.5,0,1,4,1640,100,1.0,100,473200.0
1237,4.0,3.5,4680,9700,2.0,0,1,3,3360,1320,0.9981,15,1160000.0
1918,3.0,2.25,1600,10240,1.0,0,1,3,1090,510,0.9987,6,390000.0
804,2.0,1.75,1300,4000,2.0,0,1,3,1300,0,1.0,26,440000.0
3820,4.0,2.5,2150,7303,2.0,0,1,3,2150,0,1.0006,15,392500.0
1744,2.0,1.0,770,4000,1.0,0,1,5,770,0,1.0,64,413500.0
3560,3.0,2.5,1600,26977,2.0,0,1,3,1600,0,0.9987,15,330000.0
1180,3.0,2.25,1980,8755,1.0,0,1,4,1300,680,1.0006,57,309000.0
4108,3.0,1.75,1250,10122,1.0,0,1,3,1250,0,0.9994,26,253000.0
2828,2.0,2.0,1350,3900,1.0,0,1,3,1350,0,0.9987,17,428000.0
368,4.0,2.5,1740,7500,1.0,0,1,4,1220,520,0.9974,28,518000.0
2861,2.0,2.5,2210,6327,1.0,0,1,3,2210,0,0.9987,17,802000.0
458,3.0,2.0,2390,6888,2.0,0,2,5,2390,0,1.0,81,1100000.0
3517,4.0,2.75,2970,12750,1.5,0,2,4,2130,840,0.9981,34,1565000.0
1770,4.0,3.5,3760,5000,2.0,0,1,3,2860,900,1.0,6,919204.0
2778,3.0,2.0,1760,5000,1.0,0,1,5,960,800,1.0,100,629000.0
4187,3.0,2.5,1630,7700,1.0,0,1,3,1120,510,1.0006,42,264270.0
1122,4.0,2.75,3150,67518,1.0,0,1,4,2250,900,1.0006,55,370000.0
1356,3.0,1.0,1400,7066,1.0,0,1,3,1400,0,1.0,20,349950.0
2984,5.0,3.0,2790,19439,1.0,0,4,5,1500,1290,1.0,47,589950.0
1541,3.0,1.0,1330,77972,1.0,0,1,3,1330,0,0.9981,66,900000.0
3315,4.0,2.5,2130,7300,1.0,0,1,4,1230,900,0.9981,57,732600.0
3562,4.0,2.5,2920,7700,2.0,0,1,3,2920,0,0.9987,17,515500.0
3572,3.0,1.0,1340,306848,1.0,0,1,3,1340,0,0.9987,67,117833.33333299999
4235,3.0,1.0,1340,11070,1.0,0,1,4,1340,0,1.0006,20,206135.0
2183,3.0,1.0,1240,11108,1.0,0,1,4,1240,0,1.0006,68,390000.0
3643,5.0,2.5,2950,5500,1.5,0,1,5,1720,1230,1.0,102,660500.0
3914,5.0,1.0,1590,6700,1.5,0,1,3,1090,500,1.0006,21,185000.0
4021,2.0,1.0,1500,4120,1.5,0,1,3,880,620,1.0006,66,156766.666667
1515,4.0,2.5,2700,5100,1.0,0,1,4,1440,1260,1.0,52,550000.0
3177,2.0,2.5,1430,923,3.0,0,1,3,1410,20,1.0,12,485000.0
3929,4.0,3.0,1830,9548,2.0,0,1,3,1830,0,0.9994,29,415000.0
3020,4.0,2.5,2160,5298,2.5,0,1,4,2160,0,1.0,118,842500.0
3093,2.0,1.0,820,681,3.0,0,1,3,820,0,1.0,14,339950.0
3756,4.0,2.75,2190,14937,2.0,0,1,3,2190,0,1.0006,27,367300.0
4585,4.0,2.5,2160,8005,2.0,0,1,3,2160,0,1.0006,27,220000.0
2640,4.0,2.5,3920,12415,2.0,0,1,3,3920,0,0.9981,23,770000.0
1889,5.0,2.75,2040,7488,1.0,0,1,4,1200,840,0.9987,51,449500.0
1440,5.0,5.0,5774,31675,1.0,0,3,3,4490,1284,1.0013,36,740000.0
2911,2.0,1.75,1350,4614,1.0,0,1,3,1350,0,0.9987,12,498800.0
3075,4.0,2.75,2310,4020,3.0,0,1,5,2310,0,1.0,41,890000.0
1778,3.0,1.0,1430,3840,1.0,0,1,3,950,480,1.0,10,466500.0
1648,6.0,4.5,6040,219542,2.0,0,1,3,4100,1940,0.9981,24,1150000.0
3899,4.0,2.5,2420,10285,1.0,0,5,3,1700,720,1.0006,16,760000.0
117,5.0,1.75,1260,4500,1.5,0,1,3,1260,0,1.0,17,650000.0
2124,3.0,1.0,1210,3328,1.5,0,1,4,1210,0,1.0,96,529000.0
714,2.0,1.0,700,6000,1.0,0,1,4,700,0,1.0,35,267800.0
3779,3.0,2.25,2120,14915,1.0,0,1,3,1720,400,1.0006,6,332000.0
4259,3.0,2.5,1610,7223,2.0,0,1,3,1610,0,1.0006,26,210614.285714
2184,3.0,1.0,1560,14333,1.0,0,1,4,1560,0,1.0006,37,387500.0
2738,3.0,2.5,2420,7307,2.0,0,1,3,2420,0,0.9981,14,482000.0
756,3.0,1.0,1150,8145,1.0,0,1,4,990,160,1.0,62,290000.0
826,2.0,1.0,1060,3036,1.5,0,1,4,1060,0,1.0,77,435000.0
3809,6.0,2.0,2040,10812,1.0,0,1,4,2040,0,1.0006,77,300000.0
1591,4.0,2.0,1580,9581,1.0,0,1,3,1580,0,0.9981,67,410000.0
1158,2.0,1.75,1440,5680,1.0,0,1,4,1440,0,1.0006,20,210000.0
220,3.0,1.75,2040,22693,1.0,0,1,4,2040,0,1.0,40,355000.0
446,3.0,2.0,1530,5401,1.0,0,1,4,1530,0,1.0,83,570000.0
565,5.0,2.25,2180,7813,2.0,0,1,3,2180,0,0.9994,34,302000.0
2354,4.0,2.5,3470,32109,2.0,0,1,3,3470,0,0.9987,25,875000.0
865,3.0,2.5,2600,10092,1.0,0,1,3,2600,0,0.9981,36,625000.0
2228,3.0,1.75,1320,5750,1.5,0,1,5,1320,0,1.0,102,660000.0
1235,4.0,3.25,4290,12103,1.0,0,4,3,2690,1600,0.9981,23,1384000.0
172,3.0,1.0,1340,15600,1.0,0,1,4,1340,0,1.0,20,124740.0
932,3.0,2.25,2180,7741,2.0,0,1,3,2180,0,0.9981,34,341750.0
4054,4.0,2.25,2070,13084,1.0,0,1,4,1700,370,0.9994,53,795000.0
332,3.0,4.0,4380,42769,2.0,0,1,5,4380,0,0.9974,37,1050000.0
2893,4.0,1.75,2420,37800,1.0,0,1,4,1880,540,0.9987,39,602000.0
3566,4.0,3.0,1930,3031,1.0,0,1,3,1200,730,0.9987,14,330675.0
3154,2.0,1.0,1440,3225,1.0,0,1,3,960,480,1.0,105,445000.0
353,3.0,2.25,1830,7897,1.0,0,1,4,1290,540,0.9974,34,572000.0
2196,3.0,2.75,2020,10744,1.0,0,1,5,1270,750,1.0006,66,519000.0
3550,3.0,2.5,2370,12753,2.0,0,1,3,2370,0,0.9987,19,499950.0
3718,2.0,1.0,760,5500,1.5,0,1,3,760,0,1.0026,8,163785.714286
3178,3.0,3.25,1380,1120,3.0,0,1,3,1380,0,1.0,12,482000.0
115,3.0,2.0,1380,4800,1.0,0,1,3,1380,0,1.0,26,640000.0
536,4.0,3.0,2890,6885,1.0,0,1,3,1590,1300,1.0,7,476000.0
1151,3.0,2.0,1750,9750,1.0,0,1,3,1350,400,1.0006,16,279950.0
1764,2.0,1.0,1260,5000,1.0,0,1,3,1040,220,1.0,26,436500.0
67,4.0,2.25,2420,7927,1.0,0,1,4,1400,1020,1.0,47,400000.0
3977,2.0,1.5,1068,1758,2.0,0,1,3,1068,0,0.9994,11,243000.0
2605,4.0,2.75,2620,6707,2.0,0,1,3,2620,0,0.9981,20,672500.0
3489,5.0,2.5,3200,17204,1.0,0,1,3,2160,1040,0.9981,12,1270000.0
3287,4.0,3.5,3400,3850,2.5,0,1,3,2790,610,1.0,12,1198000.0
1006,4.0,1.75,1950,13320,1.0,0,1,4,1370,580,0.9974,51,635000.0
675,4.0,3.75,2810,10840,2.0,0,3,4,2070,740,0.9987,26,492000.0
1491,4.0,3.0,2110,5000,1.5,0,3,4,1640,470,1.0,90,610000.0
1339,4.0,3.0,3550,12327,1.5,0,1,4,2180,1370,0.9987,30,720000.0
4517,3.0,1.75,1330,6301,1.0,0,1,3,1330,0,1.0013,14,236000.0
3207,6.0,2.75,2630,9420,2.0,0,1,5,2510,120,1.0,120,1297000.0
4355,4.0,1.0,1390,18000,1.0,0,1,3,1390,0,1.0013,7,234000.0
348,3.0,2.25,2090,12112,2.0,0,1,3,2090,0,0.9974,11,562100.0
4508,5.0,2.25,2000,7900,1.0,0,1,4,1300,700,1.0013,34,0.0
2577,5.0,2.75,2670,3800,2.0,0,1,3,2670,0,1.0,6,341166.666667
4503,3.0,1.0,1060,9946,1.0,0,1,4,1060,0,1.0013,64,230000.0
2987,4.0,1.75,1530,17664,1.5,0,1,3,1530,0,1.0,23,302000.0
2926,4.0,2.5,1940,3784,2.0,0,1,3,1940,0,1.0,17,330000.0
2155,5.0,1.75,1890,5000,1.5,0,1,3,1090,800,1.0,6,523460.0
4563,3.0,2.0,1680,8424,1.0,0,1,3,1680,0,0.9994,27,289000.0
2146,2.0,1.0,860,2599,1.0,0,1,4,860,0,1.0,119,405000.0
1028,5.0,2.0,2700,10875,1.0,0,1,4,1540,1160,0.9974,58,580000.0
1536,3.0,1.75,1980,6250,1.0,0,2,5,1090,890,1.0,110,440825.0
1747,3.0,2.5,1350,2053,3.0,0,1,3,1350,0,1.0,15,477000.0
1840,3.0,3.25,1830,1804,3.0,0,1,3,1830,0,1.0,6,599950.0
1997,3.0,1.75,2330,12141,1.0,0,1,3,1390,940,0.9981,11,535000.0
2844,4.0,2.5,3010,46173,2.0,0,1,3,3010,0,0.9987,24,700000.0
2931,3.0,2.0,1650,7352,1.0,0,1,3,1160,490,1.0,6,252350.0
853,4.0,2.5,2240,12032,1.0,0,1,3,2240,0,0.9981,11,592500.0
2393,3.0,2.0,1860,13374,1.0,0,1,3,1860,0,0.9987,35,560000.0
4215,4.0,2.25,1950,5950,1.0,0,1,3,1330,620,1.0,8,895000.0
3205,5.0,3.0,2870,5700,1.0,0,1,3,1950,920,1.0,20,765000.0
2110,2.0,2.25,1290,1334,3.0,0,1,3,1290,0,1.0,13,500000.0
1670,3.0,2.5,1580,6065,2.0,0,1,3,1580,0,0.9981,35,485000.0
1903,3.0,1.75,1500,8173,1.0,0,1,3,1500,0,0.9987,23,435000.0
3261,3.0,1.75,1370,3850,1.0,0,1,5,770,600,1.0,32,850000.0
170,3.0,2.0,1980,12150,1.0,0,1,3,1980,0,1.0,26,479900.0
4091,3.0,2.75,2760,8476,1.0,0,1,4,1690,1070,0.9994,53,821000.0
1489,3.0,2.5,1350,1250,3.0,0,1,3,1270,80,1.0,14,394950.0
2070,4.0,2.5,2570,9000,1.0,0,1,4,1590,980,1.0013,41,287500.0
1904,3.0,2.0,1510,6710,1.0,0,1,3,1070,440,0.9987,18,397500.0
284,4.0,2.25,2410,8400,2.0,0,1,5,2410,0,0.9981,55,720000.0
1497,4.0,1.75,2090,4300,1.5,0,1,4,1250,840,1.0,52,494000.0
3051,2.0,1.5,1295,1093,2.0,0,1,3,1105,190,1.0,13,487028.0
2956,3.0,2.0,1410,7622,1.0,0,1,4,1410,0,1.0,37,272500.0
2450,4.0,3.5,3910,59863,2.0,0,1,4,2490,1420,0.9987,33,780000.0
349,4.0,2.5,2730,36183,2.0,0,1,3,2730,0,0.9974,34,760000.0
863,3.0,2.5,2150,7484,2.0,0,1,3,2150,0,0.9981,20,368250.0
1321,3.0,2.25,1870,9000,1.0,0,1,3,1440,430,0.9987,42,425000.0
3530,3.0,2.5,2880,13500,1.0,0,5,5,1520,1360,0.9981,70,0.0
4161,3.0,1.0,1050,8498,1.0,0,1,3,1050,0,1.0006,16,205000.0
4580,3.0,2.0,2660,192099,1.0,0,1,4,2660,0,0.9994,56,495000.0
2437,4.0,4.5,3870,35889,2.0,0,1,3,2530,1340,0.9987,19,589900.0
3506,3.0,2.5,2200,20000,1.0,0,2,3,1400,800,0.9981,12,1100000.0
1039,3.0,1.5,1430,8000,1.0,0,1,4,1430,0,0.9974,64,518000.0
3277,3.0,2.5,1640,1269,3.0,0,1,3,1640,0,1.0,11,579000.0
3150,3.0,1.5,1420,4500,1.0,0,1,3,1420,0,1.0,31,371000.0
60,2.0,1.5,880,1805,2.0,0,1,3,880,0,1.0,21,235000.0
2872,4.0,2.75,2500,4950,2.0,0,1,3,2500,0,0.9987,10,680000.0
2167,1.0,1.0,1100,4373,1.0,0,1,2,820,280,1.0006,73,250000.0
1210,3.0,2.5,2810,7700,2.0,0,1,3,2810,0,0.9981,19,685000.0
4179,4.0,2.5,2200,8065,2.0,0,1,3,2200,0,1.0006,14,300000.0
2969,3.0,3.5,3380,108900,2.0,0,1,3,2700,680,1.0,21,554000.0
1507,3.0,1.75,1940,7313,1.0,0,2,4,1440,500,1.0,19,685000.0
919,3.0,2.25,1710,21485,2.0,0,1,3,1710,0,0.9981,31,482000.0
2515,4.0,2.5,2700,5150,2.0,0,1,3,2700,0,1.0,13,550000.0
4038,5.0,4.25,6490,10862,2.0,0,4,4,3940,2550,0.9994,29,2000000.0
3866,3.0,2.5,1600,3573,2.0,0,1,3,1600,0,1.0006,97,444845.0
152,5.0,2.25,2440,20828,1.5,0,1,4,2440,0,1.0,45,489990.0
2453,4.0,2.5,3000,10392,2.0,0,1,3,3000,0,0.9987,25,740000.0
12,5.0,2.5,3400,8970,1.0,0,1,4,1700,1700,1.0,61,464000.0
4005,3.0,1.75,1570,8750,1.0,0,1,3,1570,0,1.0006,8,240000.0
2729,2.0,2.5,1620,3196,2.0,0,1,3,1620,0,0.9981,12,386000.0
46,4.0,3.0,1980,7931,1.0,0,1,4,1160,820,1.0,37,395000.0
3086,3.0,2.0,1420,4080,1.5,0,1,3,1420,0,1.0,7,485000.0
2435,3.0,3.0,2470,36445,2.0,0,1,4,2470,0,0.9987,40,525000.0
1717,3.0,2.5,2600,4750,1.0,0,1,4,1700,900,1.0,21,790000.0
3629,3.0,1.75,1720,4080,1.0,0,1,4,960,760,1.0,96,615000.0
4232,3.0,2.0,1670,7757,1.0,0,1,3,1670,0,1.0006,28,289950.0
4015,4.0,1.0,1120,2685,1.0,0,1,3,860,260,1.0006,51,100000.0
1950,4.0,4.25,5860,52889,2.0,0,1,4,4910,950,0.9981,24,1157200.0
263,4.0,3.25,4420,7850,2.0,1,5,3,3150,1270,0.9981,19,2700000.0
1029,5.0,2.25,2780,10192,2.0,0,1,4,2780,0,0.9974,20,830000.0
1727,4.0,2.0,1650,5000,1.0,0,1,3,1650,0,1.0,15,575000.0
587,3.0,2.0,2590,108900,2.0,0,1,3,1980,610,0.9994,20,503000.0
419,3.0,2.75,2820,5348,2.0,0,1,3,2820,0,0.9974,12,749000.0
3613,4.0,1.75,2320,4322,1.0,0,1,3,1140,1180,1.0,14,480000.0
476,2.0,1.0,1040,5527,1.0,0,1,3,1040,0,1.0,26,535000.0
1716,3.0,2.25,1620,1075,3.0,0,1,3,1540,80,0.9981,11,430277.777778
4564,5.0,1.5,2520,5753,1.5,0,1,4,1510,1010,0.9994,92,250000.0
2264,3.0,2.5,2060,5750,1.0,0,1,3,1330,730,1.0,44,577000.0
3525,5.0,2.0,2310,13430,1.5,0,1,4,2310,0,0.9981,54,850000.0
1173,4.0,2.5,1780,6000,2.0,0,1,3,1780,0,1.0006,29,175000.0
325,4.0,2.0,1820,9350,1.0,0,1,4,1820,0,0.9974,53,519900.0
2846,3.0,2.0,1440,4421,1.0,0,1,3,1440,0,0.9987,13,413800.0
1878,3.0,1.75,1440,8775,1.0,0,1,3,1440,0,0.9987,7,375000.0
2305,3.0,1.0,1230,10350,1.0,0,1,4,1230,0,1.0006,19,250000.0
627,4.0,2.5,3060,6000,2.0,0,1,3,3060,0,0.9994,108,465000.0
3834,2.0,1.5,1480,7276,1.0,0,1,4,940,540,1.0006,20,269500.0
95,3.0,2.75,2520,5401,1.0,0,1,4,1360,1160,1.0,31,750000.0
2945,2.0,1.0,720,7200,1.0,0,1,5,720,0,1.0,77,199000.0
769,5.0,2.5,3260,24300,1.5,0,2,4,2310,950,1.0,37,755000.0
504,3.0,1.75,1820,5500,1.0,0,1,4,1620,200,1.0,19,659500.0
2938,4.0,1.75,2310,8045,1.0,0,1,4,1650,660,1.0,28,319950.0
2843,3.0,1.75,1300,62290,1.0,0,1,3,1300,0,0.9987,11,540000.0
2764,2.0,1.5,1159,4800,1.0,0,1,3,1159,0,1.0,26,582500.0
1529,3.0,2.5,3310,5300,2.0,0,3,3,2440,870,1.0,12,670000.0
1000,3.0,3.25,1450,1387,2.0,0,1,3,1180,270,1.0,97,320000.0
4536,2.0,1.75,1590,11276,1.0,0,1,4,1590,0,1.0013,48,225500.0
2100,4.0,2.5,1980,7403,2.0,0,1,3,1980,0,1.0013,20,342246.428571
2127,1.0,1.0,730,3000,1.0,0,1,3,730,0,1.0,41,395000.0
2719,4.0,3.5,2910,5260,2.0,0,1,3,2910,0,0.9981,108,610000.0
